name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
Shirley Hobbs,Cohort X,1.1,0.054,0.046,1.3,0.0023,0.096,30.4,24.32,2,66.1,144,1.16,0.53,0.08,34097
Julie Bulson,Cohort X,1,0.018,0.403,,0.056,0.164,82.82,57.58,2.68,12.3,359,0.65,1.48,0.55,34098
Jennie Frank,Cohort X,0.1,0.032,0.317,,0.12,0.294,85.8,49.16,3,10.2,371,0.672,1.48,0.552,34099
Sally Mccolpin,Cohort X,,0.012,0.003,,0,0.029,99.8,99.19,,0.03,399,,,,34100
Andrea Thomas,Cohort X,0.12,0.083,0.028,,0,0.133,98.09,97.02,,1.34,380,,,,34101
Daniel Davis,Cohort X,,0.001,0.001,,0,0.002,99.98,99.8,,0.02,387,,,,34102
Mabel Perry,Cohort X,0.1,0.09,0.011,,0,0.274,90.9,84.87,0.2,8,354,0.036,0.064,0.1,34103
Nancy Garcia,Cohort X,,0.001,0.002,,0,0.002,99.77,97.81,,0.23,389,,,,34104
Bernard Faz,Cohort X,,0.063,0.011,,0,0.13,97.11,45.66,,2.44,388,,,,34105
Agustin Hobbs,Cohort X,,0.001,0.002,,0,0.002,99.53,47.05,,0.43,398,,,,34106
Tommy Smith,Cohort X,2.06,0.879,0.572,0.6,0,0.039,84.77,4.03,,9.14,347,,,,34107
Lisa Rhudy,Cohort X,2.17,0,0,,0,0.004,89.08,80.7,,8.75,365,,,,34108
Samuel Wagner,Cohort X,,0,0.012,,0,0,100,92.7,,,368,,,,34109
Ruth Doe,Cohort X,,0.001,0.002,0.1,0,0,76.1,76,,23.9,279,,,,34110
Brent Sheldon,Cohort X,0.94,0,0.428,,0,0.004,89.11,85.19,,8.75,360,,,,34111
Casey Campbell,Cohort X,,0,0,,0,0.004,91.17,80.33,,8.83,336,,,,34112
Shelly Jones,Cohort X,1.4,0.011,0.1,,0,0.187,34.56,28.57,0.97,62.16,153,,,,34113
Larry Luevano,Cohort X,4.6,0.049,0.346,2.8,0.0002,0.284,62.9,34.82,8.9,21.8,350,3.98,3.857,0.278,34114
Mike Flores,Cohort X,,0.018,0.155,,0,0.044,77.59,26.7,,22.01,286,,,,34115
Samuel Gragg,Cohort X,,0,0.002,,0,0,76,26.36,,24,281,,,,34116
Leigh Hill,Cohort X,,0.013,0.062,,0,0.001,76.79,26.77,0.2,22.81,283,,,,34117
Jorge Morrow,Cohort X,0.8,0,0.021,3,0,0,49.2,0.01,,50,40,,,,34118
Nathan Buchholz,Cohort X,,0.006,0.027,,0,0.028,66.91,46.55,,32.4,268,,,,34119
Edith Amos,Cohort X,6.2,0.061,0.035,,0,0.32,71.3,71.3,,21.1,318,,,,34120
Joseph Peterson,Cohort X,0.04,0.102,0.012,,0,0.212,67.04,60.44,0.06,32.39,260,0.007,0.011,0.017,34121
Kathryn Anderson,Cohort X,,0.15,0.008,,0,1,74.9,74.9,,22.7,290,,,,34122
Raymond Beckman,Cohort X,,0.012,0.104,0.1,0,0.053,69.52,68.2,0.1,30.1,278,0.02,0.032,0.05,34123
Cheri Kelley,Cohort X,,0.023,0.071,,0,0.063,83.9,,,15.6,319,,,,34124
Gillian Palacios,Cohort X,,0.003,0.082,,0,0.015,61.47,21.47,,37.98,234,,,,34125
Jeffrey Sparks,Cohort X,,0.01,0.178,,0,0.003,44.55,32.8,,54.9,165,,,,34126
Gregory Englert,Cohort X,,0.005,0.061,,0,0.006,69.6,42,0.1,30.1,265,0.018,0.032,0.05,34127
Floyd Milton,Cohort X,,0.005,0.061,,0,0.022,69.6,,0.1,30.1,265,,,,34128
Shamika Collier,Cohort X,,0.002,0.098,,0,0.003,74.1,,1.6,24,296,1.01,0.47,0.06,34129
Michael Adams,Cohort X,1.5,0.053,0.349,0.9,0.0003,0.084,65.9,,0.1,32,252,0.11,0.02,,34130
Dorothy Stewart,Cohort X,0.8,0.003,0.08,0.1,0,0.005,79,46.8,0.3,19.8,322,0.056,0.08,0.047,34131
Alex Ayers,Cohort X,4.5,0.035,0.042,2.3,0.0003,0.151,58.08,36.72,22,14.69,448,1.96,4.97,13.73,34132
Reid Droke,Cohort X,0.1,0.006,0.042,0.4,0.0031,0.043,66.4,21.01,0.1,33,253,0.018,0.032,0.05,34133
Teddy Hunt,Cohort X,0.2,0.006,0.021,0.7,0.0137,0.051,66.3,27.38,0.1,33,254,0.005,0.014,0.05,34134
Ricardo Crier,Cohort F,3.8,0.047,0.006,2.1,0,0.135,18.69,,1.58,75.16,102,,,,34135
Frank Porter,Cohort F,13.56,0.159,0.004,6.7,0.0042,0.508,65.25,1.69,7.02,11.29,371,1.459,1.685,2.778,34136
Phoebe Dowdell,Cohort F,0.3,0.04,0.002,3.4,0,0.011,88.15,,0.1,11.37,357,0.019,0.002,0.045,34137
Raymond Propheter,Cohort F,10.5,0.032,0.004,10.1,0,0.309,74.52,0.8,1.6,12.11,345,0.335,0.205,0.771,34138
Clifford Granda,Cohort F,10.28,0.037,0.011,7.1,0.0006,0.224,78.3,0.8,1.84,8.21,361,0.386,0.254,0.953,34139
Joel Gregory,Cohort F,12.48,0.033,0.012,17.3,0,0.452,73.48,0.8,2.3,9.44,354,0.482,0.295,1.108,34140
Olga Wagner,Cohort F,2.26,0.011,0.003,3.8,0,0.093,28.22,0.28,0.44,68.8,123,0.093,0.057,0.214,34141
Rita Evans,Cohort F,9.91,0.029,0.009,15.6,0,0.28,77.72,0.8,1.16,10.09,352,0.244,0.149,0.56,34142
John Blake,Cohort F,13.25,0.018,0.001,10,0,0.46,71.5,,3.4,9.75,343,0.741,1.04,1.039,34143
Mary Spinks,Cohort F,12.62,0.041,0.011,10,0,0.577,70.59,2.6,3.1,11.15,335,0.677,0.949,0.949,34144
Mark Haskell,Cohort F,3.38,0.007,0.004,2.7,0,0.088,19.94,0.9,0.62,75.63,92,0.134,0.188,0.188,34145
Ricardo Bell,Cohort F,11.73,0.017,0.011,10.3,0,0.32,74.95,,2.71,8.41,346,0.591,0.828,0.828,34146
Mary Cummins,Cohort F,3.08,0.01,0.005,4.5,0,0.068,18.58,0.1,0.24,77.76,83,0.042,0.031,0.098,34147
Brian Austin,Cohort F,12.29,0.035,0.017,18.3,0,0.41,75.87,0.41,1.33,9,342,0.232,0.173,0.541,34148
Eric Lee,Cohort F,8.36,0.042,0.007,79,0,0.044,85.64,,0.92,4.71,224,0.13,0.243,0.421,34149
Ronald Jones,Cohort F,5.59,0.002,0.001,1.9,0,0.09,82.75,0.64,1.39,9.81,375,0.171,0.274,0.695,34150
Raguel Knackstedt,Cohort F,9.28,0.136,0.005,6.4,0,0.263,76.29,1.61,3.86,9.04,365,0.532,0.997,1.724,34151
Ronnie Mcknight,Cohort F,9.28,0.136,0.005,6.4,0,0.263,76.29,,3.86,9.04,365,0.532,0.997,1.724,34152
David Kennedy,Cohort F,9.28,0.136,0.005,6.4,0,0.263,76.29,1.61,3.86,9.04,365,0.532,0.997,1.724,34153
Pete Jones,Cohort F,8.75,0.005,0.005,8.4,0,0.381,73.89,,5.09,10.83,364,,,,34154
Christopher Negrete,Cohort F,6.93,0.007,0.005,7.3,0,0.315,76.85,0.64,3.86,10.91,361,0.543,1.018,1.759,34155
Michael Robins,Cohort F,6.93,0.007,0.005,7.3,0,0.315,76.85,0.64,3.86,10.91,361,0.543,1.018,1.759,34156
Florence Duran,Cohort F,9.42,0.007,0.035,,0,0.287,74.26,,4.74,10.37,365,0.667,1.251,2.163,34157
Virginia Pralle,Cohort F,9.42,0.007,0.035,7.3,0,0.287,74.26,0.64,4.74,10.37,365,0.667,1.251,2.163,34158
Denise Sparks,Cohort F,7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634,34159
Jay Avila,Cohort F,7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634,34160
Don Kelsey,Cohort F,7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634,34161
Pedro Mcnair,Cohort F,7.11,0.003,0.007,3.9,0,0.142,79.45,1.61,1.75,11.18,370,0.169,0.299,0.634,34162
Brenda Stanley,Cohort F,8.28,0.361,1.247,6.7,0,0.255,70.28,,3.4,12.59,334,0.478,0.897,1.55,34163
Anna Ziego,Cohort F,8.28,0.361,1.247,6.7,0,0.255,70.28,,3.4,12.59,334,0.478,0.897,1.55,34164
Patricia Pearson,Cohort F,8.41,0.299,1.319,6.3,0,0.207,73.43,,2.85,10.33,348,0.4,0.751,1.297,34165
James Marsden,Cohort F,8.41,0.299,1.319,6.3,0,0.207,73.43,,2.85,10.33,348,0.4,0.751,1.297,34166
Mary Hensel,Cohort F,8.41,0.35,1.348,7.1,0,0.17,74.79,,1.72,10.17,355,0.234,0.429,0.739,34167
Michael Curtis,Cohort F,8.41,0.35,1.348,7.1,0,0.17,74.79,,1.72,10.17,355,0.234,0.429,0.739,34168
William Clark,Cohort F,8.12,0.006,0.035,7.3,0,0.287,76.89,0.64,3.59,10.26,362,0.505,0.948,1.638,34169
Adam Michalek,Cohort F,8.12,0.006,0.035,7.3,0,0.287,76.89,0.64,3.59,10.26,362,0.505,0.948,1.638,34170
Mario Smith,Cohort F,0.26,0.002,0.009,0.9,0,0.003,91.27,,0.05,8.32,381,0.009,0.016,0.025,34171
Ellsworth Dubois,Cohort F,3.79,0.008,0.005,1.4,0,0.058,23.22,0.1,0.16,72.57,112,0.029,0.022,0.064,34172
Micheal Branche,Cohort F,12.76,0.024,0.01,5,0,0.166,77.43,,0.64,8.56,376,0.117,0.089,0.252,34173
James Pecoraro,Cohort F,1.48,0.01,0.21,2.5,0,0.009,14.26,1.82,0.88,82.53,72,0.123,0.231,0.399,34174
Kevin Small,Cohort F,1.48,0.01,0.21,2.5,0,0.009,14.26,,0.88,82.53,72,0.123,0.231,0.399,34175
Jim Rosenzweig,Cohort F,6.45,0.01,0.006,3.9,0,0.202,30.46,,0.91,61.42,146,,,,34176
Ralph Hartwell,Cohort F,14.7,0.024,0.006,9.1,0,0.446,70.38,8.19,2.2,10.95,337,0.192,0.214,0.616,34177
Ethel Mcglothlin,Cohort F,5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319,34178
Carolyn Wengel,Cohort F,5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319,34179
Michael Thompson,Cohort F,13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564,34180
Pete Freeman,Cohort F,13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564,34181
Oscar Wilson,Cohort F,8.08,0.01,0.005,,0,0.042,31.66,,0.21,59.73,164,0.032,0.026,0.095,34182
Amanda Smith,Cohort F,8.86,0.01,0.005,1.5,0,0.042,30.88,,0.21,59.73,164,0.032,0.026,0.095,34183
Felipe Butler,Cohort F,19.86,0.039,0.008,2.4,0,0.201,67.56,,2.23,9.23,375,0.328,0.271,0.986,34184
Donald Betz,Cohort F,21.78,0.039,0.008,2.4,0,0.201,65.65,,2.23,9.23,374,0.328,0.271,0.986,34185
Betty Carson,Cohort F,4.53,0.011,0.006,4.3,0,0.031,26.61,1.15,0.11,68.37,128,0.016,0.012,0.044,34186
Mark Watters,Cohort F,13.14,0.034,0.043,4.3,0,0.285,74.88,,1.04,9.89,367,0.15,0.12,0.426,34187
Christopher Hernandez,Cohort F,5.33,0.015,0.003,2.8,0,0.044,26.54,0.8,0.54,67.15,124,0.099,0.075,0.213,34188
Amelia Albert,Cohort F,14.63,0.04,0.008,8.3,0,0.215,75.03,,1.4,7.34,348,0.258,0.195,0.556,34189
Terry Garcia,Cohort F,10.75,0.014,0.004,3.5,0,0.224,73.05,1.66,4.25,10.74,373,0.536,0.924,2.618,34190
Liza Muller,Cohort F,3.51,0.003,0.002,1.3,0,0.062,23.67,0.13,1,71.41,119,0.172,0.184,0.508,34191
Randy Cervantes,Cohort F,11.02,0.008,0.005,8.5,0,0.195,72.85,,4.22,8.67,378,0.723,0.773,2.134,34192
Beverly Arment,Cohort F,8.38,0.02,0.439,3.9,0,0.12,57.54,0.26,30.76,0.73,527,4.384,7.689,17.331,34193
Antonio Norton,Cohort F,4.54,0.012,0.005,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552,34194
Frances Vandevelde,Cohort F,4.54,0.012,0.165,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552,34195
Barbara Day,Cohort F,4.54,0.012,0.165,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552,34196
Oliver Wright,Cohort F,4.54,0.012,0.005,1.2,0,0.038,25.16,0.4,2.07,67.73,138,0.419,0.581,0.552,34197
Lea Fox,Cohort F,14.16,0.035,0.021,3.3,0,0.244,71.27,1.88,4.44,9.01,384,1.18,1.252,1.331,34198
Kathryne Joiner,Cohort F,14.16,0.035,0.021,3.3,0,0.244,71.27,1.88,4.44,9.01,384,1.18,1.252,1.331,34199
Charity Crawford,Cohort F,5.04,0.019,0.012,2.3,0,0.037,24.25,0.71,1.57,68.52,132,0.361,0.493,0.349,34200
Denise Couture,Cohort F,14.61,0.056,0.072,6.8,0,0.355,70.32,,4.55,8.72,382,1.047,1.43,1.012,34201
Rafael Ingram,Cohort F,10.33,0.021,0.378,1.9,0,0.089,51.9,0.25,31.72,4.93,521,4.931,7.617,16.949,34202
Richard Steinman,Cohort F,5.06,0.004,0.06,,0,0.035,21.44,,0.1,73.01,99,0.019,0.026,0.031,34203
Frank Larue,Cohort F,14.38,0.035,0.792,,0,0.252,74.62,,0.71,6.88,336,0.136,0.185,0.22,34204
Lynn White,Cohort F,4,0.008,0.161,,0,0.029,27.54,,0.18,67.91,131,0.025,0.021,0.073,34205
Mary Nachtrieb,Cohort F,11.35,0.023,1.84,4.3,0,0.164,74.1,,0.81,9.21,356,0.115,0.095,0.33,34206
Elizabeth Eller,Cohort F,3.21,0.01,0.001,2.6,0,0.092,11.44,,0.86,84,40,0.163,0.291,0.339,34207
Kate Williams,Cohort F,17.3,0.058,0.004,15.4,0,0.566,66.22,1.45,7.03,6.55,246,1.328,2.376,2.766,34208
Preston Vanvalkenburg,Cohort F,14.66,0.055,0.019,6.5,0,0.371,65.7,0.8,9.12,8.55,404,1.607,2.866,3.329,34209
Garrett Ortiz,Cohort F,16.89,0.054,0.002,10.6,0,0.429,66.27,,6.9,8.22,389,1.217,2.178,2.535,34210
Michelle Newton,Cohort F,2.63,0.001,0,4.8,0,0.031,27.91,,0.73,68.31,126,0.102,0.191,0.325,34211
Howard Wilson,Cohort F,7.46,0.004,0.003,11,0,0.294,79.26,,2.08,10,357,0.29,0.543,0.924,34212
Albert Thibadeau,Cohort F,11.31,0.015,0.026,,0,0.179,54.73,,2.3,31,288,0.328,0.271,0.942,34213
Susana Furey,Cohort F,5.15,0.006,0.006,,0,0.024,24.93,,1.05,68.56,131,0.15,0.124,0.429,34214
Chad Hunt,Cohort F,11.26,0.043,0.027,,0,0.272,55.72,,2.1,30.1,289,0.483,0.659,0.467,34215
Paul Weber,Cohort F,5.06,0.018,0.006,,0,0.037,25.04,,0.94,68.58,130,0.217,0.296,0.21,34216
Debra Woods,Cohort F,5.28,0.01,0.083,,0,0.021,23.54,,1.74,68.71,130,0.408,0.508,0.521,34217
Paul Monaco,Cohort F,4.37,0.006,0.074,,0,0.019,25.12,,0.98,68.86,124,0.14,0.187,0.508,34218
Louise Mcvey,Cohort F,4.4,0.017,0.007,2.8,0,0.172,21.3,,1.92,71.61,120,,,,34219
Annmarie Mcgowan,Cohort F,14.12,0.047,0.005,7,0,0.563,64.16,,6.07,13.28,368,0.706,1.613,3.292,34220
Shirley Haight,Cohort F,13.35,0.057,0.005,21,0,1.485,49.69,0.9,20.85,6.13,316,4.171,7.549,7.459,34221
Amy Coleman,Cohort F,7.23,0.011,0.008,4.6,0,0.289,76.48,0.85,2.78,11.97,363,0.557,1.008,0.996,34222
Ruth Crum,Cohort F,5.95,0.01,0,2.4,0,0.076,80.13,0.12,1.42,11.89,366,0.386,0.442,0.379,34223
Francisco Smith,Cohort F,0.91,0.004,0.019,1,0,0.004,24.9,,0.2,73.82,109,0.023,0.026,0.023,34224
Michael Hayes,Cohort F,3.44,0.018,0.182,1.6,0,0.03,83.24,,0.56,11.91,364,0.153,0.175,0.15,34225
Karen Hill,Cohort F,2.58,0.01,0.005,1.8,0,0.043,22.96,0.35,0.9,73.09,111,0.18,0.327,0.323,34226
Lauren Plath,Cohort F,7.94,0.023,0.007,3.5,0,0.223,77.24,0.85,2.92,10.37,370,0.584,1.056,1.044,34227
James Billman,Cohort F,2.32,0.01,0.001,1.8,0,0.079,23.51,,0.83,72.96,112,0.165,0.3,0.296,34228
James Burrus,Cohort F,7.5,0.033,0.004,3.4,0,0.268,76.17,,2.68,12.37,362,0.536,0.971,0.959,34229
Leta Numbers,Cohort F,2.02,0.002,0.005,1,0,0.01,21.09,0.05,0.19,76.63,97,0.039,0.07,0.069,34230
Paula Mitchell,Cohort F,6.81,0.011,0.007,2.8,0,0.077,81.68,,0.55,10.46,370,0.111,0.2,0.198,34231
Cynthia Edwards,Cohort F,2.91,0.019,0.002,0.9,0,0.056,26.05,0.11,0.37,70.36,123,0.074,0.074,0.091,34232
Eric Costello,Cohort F,7.51,0.071,0.002,1.8,0,0.174,80.89,0.33,1.03,9.86,374,0.294,0.258,0.322,34233
Francisco Cleveland,Cohort F,2.91,0.019,0.002,0.9,0,0.056,26.05,0.11,0.37,70.36,123,0.074,0.074,0.091,34234
Robert Edwards,Cohort F,7.51,0.071,0.002,1.8,0,0.174,80.89,0.33,1.03,9.86,374,0.294,0.258,0.322,34235
James Phillips,Cohort F,7.82,0.022,0.01,1.9,0,0.027,82.32,0.05,0.94,8.38,380,0.152,0.144,0.219,34236
Debbra Mount,Cohort F,2.18,0.008,0.004,0.6,0,0.009,25.1,,0.5,72,117,0.017,0.074,0.017,34237
Dung Garcia,Cohort F,2.69,0.01,0.001,0.4,0,0.035,28.17,0.05,0.28,68.44,130,0.077,0.088,0.076,34238
Bryon Campos,Cohort F,2.69,0.01,0.382,0.4,0,0.035,28.17,0.05,0.28,68.44,130,0.077,0.088,0.076,34239
Irene Bardo,Cohort F,2.69,0.01,0.382,0.4,0,0.035,28.17,0.05,0.28,68.44,130,0.077,0.088,0.076,34240
Jesse Timko,Cohort F,2.69,0.01,0.001,0.4,0,0.035,28.17,0.05,0.28,68.44,130,0.077,0.088,0.076,34241
Roxie Duncan,Cohort F,7.13,0.028,0.005,1.3,0,0.115,79.95,0.12,0.66,11.62,365,0.18,0.206,0.177,34242
Debra Merle,Cohort F,7.13,0.028,0.005,1.3,0,0.115,79.95,0.12,0.66,11.62,365,0.18,0.206,0.177,34243
Whitney Oakes,Cohort F,2.38,0.003,0,0.3,0,0.029,28.59,,0.21,68.61,130,0.057,0.065,0.056,34244
Phyllis Mcconnel,Cohort F,2.38,0.003,0,,0,0.029,28.59,,0.21,68.61,130,0.057,0.065,0.056,34245
Graciela Quiroz,Cohort F,6.61,0.009,0.001,1.4,0,0.086,79.34,,0.58,12.89,360,0.158,0.181,0.155,34246
Veronica Farrell,Cohort F,6.61,0.009,0.001,,0,0.086,79.34,,0.58,12.89,360,0.158,0.181,0.155,34247
Kevin Campbell,Cohort F,2.36,0.001,0,,0,0.026,28.73,,0.19,68.53,130,0.051,0.058,0.05,34248
Mary Myers,Cohort F,2.36,0.001,0,,0,0.026,28.73,,0.19,68.53,130,0.051,0.058,0.05,34249
Joseph Allen,Cohort F,6.5,0.003,0.001,2.8,0,0.076,79.15,,0.52,13.29,358,0.14,0.161,0.138,34250
Marcela Morin,Cohort F,6.5,0.003,0.001,,0,0.076,79.15,,0.52,13.29,358,0.14,0.161,0.138,34251
Jodi Nicols,Cohort F,3.2,0.005,0.005,0.9,0,0.02,33.88,,0.27,62.5,151,,,,34252
Lloyd Cross,Cohort F,2.54,0.008,0.568,2.5,0.0002,0.042,21.43,,2.82,71.74,122,0.541,1.119,0.947,34253
Paul Reid,Cohort F,9.37,0.046,1.866,,0.0006,0.209,75.32,,2.44,7.13,368,0.44,0.642,0.966,34254
Sharon Frank,Cohort F,10.34,0.024,0.002,15.1,0,0.51,75.86,0.98,1.63,10.6,338,0.197,0.208,0.767,34255
Dora Paskey,Cohort F,15.91,0.037,0.002,23.8,0,0.717,68.63,2.31,2.22,10.75,325,0.269,0.284,1.046,34256
Eric Mcclane,Cohort F,9.82,0.013,0.002,8,0,0.224,76.68,0.93,1.33,11.4,357,0.15,0.158,0.584,34257
Matt Myers,Cohort F,10.88,0.024,0.002,11.8,0,0.374,75.43,1.1,1.52,10.97,349,0.18,0.189,0.695,34258
Nick Genao,Cohort F,12.68,0.017,0.001,3.9,0,0.186,72.83,,1.05,12.67,360,0.15,0.124,0.43,34259
Vincent Burris,Cohort F,12.68,0.017,0.001,3.9,0,0.186,72.83,,1.05,12.67,360,0.15,0.124,0.43,34260
Timothy Granado,Cohort F,11.3,0.028,0.006,6.3,0,0.35,74.63,,3.3,9.2,339,0.457,0.993,1.37,34261
Juan Clifton,Cohort F,7.87,0.012,0.004,6.6,0,0.311,77.47,1.87,3.29,10.06,361,0.475,0.879,1.367,34262
Jackie Hardage,Cohort F,5.8,0.007,0.131,1.8,0,0.044,30.59,0.56,0.93,62.13,157,0.176,0.131,0.319,34263
Jamie Bennett,Cohort F,5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319,34264
Hazel Veras,Cohort F,5.8,0.007,0.131,1.8,0,0.044,30.59,0.56,0.93,62.13,157,0.176,0.131,0.319,34265
Vincent Schmelzer,Cohort F,5.8,0.007,0.001,1.8,0,0.044,30.86,0.56,0.93,62.13,158,0.176,0.131,0.319,34266
Terri Childress,Cohort F,13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564,34267
Chris Cleary,Cohort F,13.04,0.021,0.006,3.2,0,0.223,74.67,2.67,1.51,9.9,371,0.277,0.171,0.564,34268
Rickey Bergmann,Cohort F,8.08,0.01,0.005,1.7,0,0.042,31.66,,0.21,59.73,164,0.032,0.026,0.095,34269
Amy Ross,Cohort F,8.86,0.01,0.005,2,0,0.042,30.88,,0.21,59.73,164,0.032,0.026,0.095,34270
Brenda Serna,Cohort F,19.86,0.039,0.008,,0,0.201,67.56,,2.23,9.23,375,0.328,0.271,0.986,34271
Brianna Raley,Cohort F,21.78,0.039,0.008,2.4,0,0.201,65.65,,2.23,9.23,374,0.328,0.271,0.986,34272
Kim Delaney,Cohort F,4.58,0.03,0.014,,0,0.058,26.15,,0.63,68.14,130,0.091,0.072,0.257,34273
Robert Webb,Cohort F,13.35,0.058,0.036,10.6,0,0.376,74.81,2.72,1.57,8.34,372,0.226,0.181,0.641,34274
Christopher Ling,Cohort F,5.33,0.015,0.003,4.5,0,0.044,26.54,0.8,0.54,67.15,124,0.099,0.075,0.213,34275
Jeremy Stuart,Cohort F,14.63,0.04,0.008,,0,0.215,75.03,,1.4,7.34,348,0.258,0.195,0.556,34276
Frank Walton,Cohort F,5.5,0.01,0.005,3.9,0,0.143,26.44,,0.85,66.56,127,,,,34277
Kathleen Gaydos,Cohort F,14.57,0.027,0.008,10.7,0,0.388,70.19,6.82,2.43,11.02,338,0.406,0.445,1.258,34278
Fannie Sturges,Cohort F,0.19,0.02,0.001,0.9,0,0.011,88.69,3.35,0.02,10.99,358,0.005,0.005,0.003,34279
Joseph Yamazaki,Cohort F,3.87,0.049,0.008,2.8,0,0.107,19.86,,0.65,74.93,101,,,,34280
Mary Keylon,Cohort F,13.3,0.18,0.012,8,0,0.427,73.13,1.84,2.38,8.82,367,0.449,0.589,1.071,34281
Frederick Lorenz,Cohort F,13.05,0.037,0.005,,0,0.332,72.13,,2.09,10.51,336,0.366,0.211,0.913,34282
Teresa Donovan,Cohort F,13.18,0.035,0.002,14.6,0,0.466,73.14,,1.81,10.01,338,0.318,0.183,0.794,34283
Randy Calles,Cohort F,75.16,0.142,0.029,0.6,0,0.1,13.79,,1.85,8.2,370,0.272,0.156,0.81,34284
Mary Meza,Cohort F,15.55,0.073,0.002,42.8,0,1.182,64.51,0.41,4.25,9.89,216,0.63,0.637,2.212,34285
Jason Severson,Cohort F,9.71,0.02,0.002,2.4,0,0.149,76.22,0.49,1.48,12.01,366,0.302,0.193,0.845,34286
Kyra Whitley,Cohort F,9.71,0.02,0.002,2.4,0,0.149,76.22,0.49,1.48,12.01,366,0.302,0.193,0.845,34287
Elizabeth Loftis,Cohort F,9.71,0.02,0.002,2.4,0,0.149,76.22,0.49,1.48,12.01,366,0.302,0.193,0.845,34288
Edmund Albers,Cohort F,11.5,0.02,0.002,2.4,0,0.138,73.81,1.12,1.45,12.68,363,0.268,0.166,0.749,34289
Kristen Griffith,Cohort F,11.5,0.02,0.002,2.4,0,0.138,73.81,1.12,1.45,12.68,363,0.268,0.166,0.749,34290
Howard Knight,Cohort F,11.5,0.02,0.002,2.4,0,0.138,73.81,1.12,1.45,12.68,363,0.268,0.166,0.749,34291
Janet Chappel,Cohort F,13.07,0.024,0.002,2.4,0,0.128,72.2,1.1,1.38,12.82,362,0.189,0.152,0.683,34292
Paula Westerheide,Cohort F,13.07,0.024,0.002,2.4,0,0.128,72.2,1.1,1.38,12.82,362,0.189,0.152,0.683,34293
Shane Hazzard,Cohort F,15.33,0.017,0.002,2.4,0,0.12,69.88,0.92,1.41,12.85,362,0.272,0.153,0.712,34294
Martin Nguyen,Cohort F,15.33,0.017,0.002,2.4,0,0.12,69.88,0.92,1.41,12.85,362,0.272,0.153,0.712,34295
Edward Serasio,Cohort F,8.89,0.02,0.002,,0,0.131,77.32,0.54,1.43,11.85,367,0.34,0.12,0.602,34296
Doris Tyree,Cohort F,8.89,0.02,0.002,2.4,0,0.131,77.32,0.54,1.43,11.85,367,0.34,0.12,0.602,34297
Richard Zohn,Cohort F,10.33,0.015,0.002,2.7,0,0.107,76.31,0.27,0.98,11.92,364,0.155,0.087,0.413,34298
Nicole Letellier,Cohort F,10.33,0.252,0.002,2.7,0,0.107,76.31,,0.98,11.92,364,0.155,0.087,0.413,34299
Gary Mcknight,Cohort F,10.33,0.015,0.002,2.7,0,0.107,76.31,0.27,0.98,11.92,364,0.155,0.087,0.413,34300
Beulah Stone,Cohort F,9.89,0.338,1.27,2.7,0,0.124,74.22,0.22,0.97,10.59,354,0.154,0.086,0.41,34301
Milton Zahner,Cohort F,10.33,0.015,0.002,2.7,0,0.107,76.31,0.27,0.98,11.92,364,0.155,0.087,0.413,34302
Bailey Boucher,Cohort F,11.98,0.015,0.002,2.4,0,0.1,72.53,0.31,1.66,13.36,361,0.244,0.14,0.727,34303
Cheryl Drew,Cohort F,8.2,0.014,0.002,1.7,0,0.105,78.03,0.31,0.86,12.51,362,0.127,0.073,0.379,34304
Simone Kennedy,Cohort F,9.66,0.205,0.677,,0,0.1,67.14,,10.63,10.08,405,4.1,4.541,1.522,34305
Jose Pearson,Cohort F,13.21,0.034,0.002,10.7,0,0.363,71.97,0.41,2.5,10.74,340,0.43,0.283,1.167,34306
Brent Jacobs,Cohort F,11.98,0.015,0.002,2.4,0,0.1,72.53,0.31,1.66,13.36,361,0.244,0.14,0.727,34307
Walter Marchand,Cohort F,23.15,0.039,0.012,13.2,0,0.892,51.8,,9.72,11.12,360,1.665,1.365,6.01,34308
